day_party,,,Boulevardier,,,Julep,Buck,,,,,,,Side Car,Jack Rose,,Fish House Punch,Charlie Chaplin,,,,,,Aviation,,Tom Collins,Singapore Sling,Bramble,Rickey,Pegu Club #2,Ramos Gin Fizz,,Clover Club,Margarita,El Diablo,Paloma,Daquiri,Hemingway Daquiri,Mojito,Dark And Stormy,,Planter's Punch,Mai Tai,,Mary Pickford,,,Moscow Mule,Bloody Mary,Cosmopolitan,White Russian,Greyhound,Pisco Punch,Pisco Sour,Caiprihina,Americano,Aperol Spritzer,French 75,Pimm's Cup,Picon Punch,Sangrita
vacation,,,,,,,Buck,The Bone,,,Blood and Sand,,,,,Brandy Alexander,Fish House Punch,Charlie Chaplin,,Twentieth Century,,,Negroni,,,Tom Collins,Singapore Sling,Bramble,Rickey,,Ramos Gin Fizz,,,Margarita,El Diablo,Paloma,Daquiri,Hemingway Daquiri,Mojito,Dark And Stormy,Cuba Libre,Planter's Punch,Mai Tai,Surfer on Acid,,Vodka Martini,,Moscow Mule,Bloody Mary,,White Russian,Greyhound,Pisco Punch,Pisco Sour,Caiprihina,Americano,Aperol Spritzer,,Pimm's Cup,Picon Punch,Sangrita
day_drinking,,,Boulevardier,Vieux Carre,,Julep,Buck,The Bone,Creole,,,,,Side Car,Jack Rose,,Fish House Punch,,,Twentieth Century,Last Word,Corpse Reviver No2,Negroni,Aviation,,Tom Collins,Singapore Sling,Bramble,Rickey,Pegu Club #2,Ramos Gin Fizz,,Clover Club,Margarita,El Diablo,Paloma,Daquiri,Hemingway Daquiri,Mojito,Dark And Stormy,Cuba Libre,Planter's Punch,Mai Tai,Surfer on Acid,Mary Pickford,Vodka Martini,Espresso Martini,Moscow Mule,Bloody Mary,Cosmopolitan,,Greyhound,Pisco Punch,Pisco Sour,Caiprihina,Americano,Aperol Spritzer,French 75,Pimm's Cup,Picon Punch,Sangrita
dinner_drinks,Old Fashioned,Brooklyn,Boulevardier,Vieux Carre,Sazerac,Julep,,,Creole,Rusty Nail,Blood and Sand,Bobby Burns,Rob Roy,,Jack Rose,,,,Martinez,Twentieth Century,Last Word,Corpse Reviver No2,Negroni,Aviation,Martini,Tom Collins,,,,,,Vesper,,Margarita,,Paloma,Daquiri,Hemingway Daquiri,,,,,,,Mary Pickford,Vodka Martini,,,,Cosmopolitan,,Greyhound,,Pisco Sour,Caiprihina,Americano,,French 75,,,
evening_drinks,Old Fashioned,Brooklyn,Boulevardier,Vieux Carre,Sazerac,Julep,Buck,The Bone,Creole,Rusty Nail,Blood and Sand,Bobby Burns,Rob Roy,Side Car,Jack Rose,,Fish House Punch,Charlie Chaplin,Martinez,Twentieth Century,Last Word,Corpse Reviver No2,Negroni,Aviation,Martini,Tom Collins,Singapore Sling,Bramble,Rickey,Pegu Club #2,Ramos Gin Fizz,Vesper,Clover Club,Margarita,El Diablo,Paloma,Daquiri,Hemingway Daquiri,Mojito,Dark And Stormy,Cuba Libre,,Mai Tai,,Mary Pickford,Vodka Martini,Espresso Martini,Moscow Mule,,Cosmopolitan,White Russian,Greyhound,Pisco Punch,Pisco Sour,Caiprihina,Americano,Aperol Spritzer,French 75,Pimm's Cup,Picon Punch,
night_in,Old Fashioned,Brooklyn,Boulevardier,Vieux Carre,Sazerac,Julep,,,Creole,Rusty Nail,Blood and Sand,Bobby Burns,Rob Roy,Side Car,Jack Rose,Brandy Alexander,,,Martinez,Twentieth Century,Last Word,Corpse Reviver No2,Negroni,Aviation,Martini,,Singapore Sling,,,Pegu Club #2,Ramos Gin Fizz,Vesper,Clover Club,Margarita,,,Daquiri,Hemingway Daquiri,,,,,,,Mary Pickford,Vodka Martini,,,,Cosmopolitan,White Russian,,,Pisco Sour,Caiprihina,Americano,,French 75,,,
