warm_weather,,Old Fashioned,,Boulevardier,Vieux Carre,,Julep,Buck,The Bone,Creole,Rusty Nail,Blood And Sand,Bobby Burns,Rob Roy,Sidecar,Jack Rose,,Fish House Punch,Charlie Chaplin,Martinez,Twentieth Century,Last Word,Corspe Reviver No2,Negroni,Aviation,Martini,Tom Collins,Singapore Sling,Bramble,Rickey,Pegu Club #2,Ramos Gin Fizz,Vesper,Clover Club,Margarita,El Diablo,Paloma,Daquiri,Heminway Daquiri,Mojito,Dark And Stormy,Cuba Libre,Planter's Punch,Mai Tai,Zombie,Surfer On Acid,Mary Pickford,Vodka Martini,Espresso Martini,Moscow Mule,Bloody Mary,Cosmopolitan,,Greyhound,Pisco Punch,Pisco Sour,Caiprihina,Americano,Aperol Spritzer,French 75,Pimm's Cup,Picon Punch,Sangrita
cold_weather,Manhattan,Old Fashioned,Brooklyn,Boulevardier,Vieux Carre,Sazerac,Julep,,The Bone,Creole,Rusty Nail,Blood And Sand,Bobby Burns,Rob Roy,Sidecar,Jack Rose,Brandy Alexander,Fish House Punch,,Martinez,Twentieth Century,Last Word,Corspe Reviver No2,Negroni,Aviation,Martini,,,,,Pegu Club #2,Ramos Gin Fizz,Vesper,Clover Club,Margarita,,,Daquiri,Heminway Daquiri,,,Cuba Libre,,,,Surfer On Acid,Mary Pickford,Vodka Martini,Espresso Martini,Moscow Mule,Bloody Mary,Cosmopolitan,White Russain,Greyhound,,Pisco Sour,,Americano,Aperol Spritzer,French 75,Pimm's Cup,,Sangrita
no_matter,Manhattan,Old Fashioned,Brooklyn,Boulevardier,Vieux Carre,Sazerac,Julep,Buck,The Bone,Creole,Rusty Nail,Blood And Sand,Bobby Burns,Rob Roy,Sidecar,Jack Rose,Brandy Alexander,Fish House Punch,Charlie Chaplin,Martinez,Twentieth Century,Last Word,Corspe Reviver No2,Negroni,Aviation,Martini,Tom Collins,Singapore Sling,Bramble,Rickey,Pegu Club #2,Ramos Gin Fizz,Vesper,Clover Club,Margarita,El Diablo,Paloma,Daquiri,Heminway Daquiri,Mojito,Dark And Stormy,Cuba Libre,Planter's Punch,Mai Tai,Zombie,Surfer On Acid,Mary Pickford,Vodka Martini,Espresso Martini,Moscow Mule,Bloody Mary,Cosmopolitan,White Russain,Greyhound,Pisco Punch,Pisco Sour,Caiprihina,Americano,Aperol Spritzer,French 75,Pimm's Cup,Picon Punch,Sangrita
